nome_arquivo,x_face,y_face,w_face,h_face,texto_extraido,quantidade_palavras,estudantil,validade,unicamp,universidade,estadual,matricula,documento,nacional,estudante,UNE,CPF,RG,data
aug_doc1_imagem_178.jpg,526.0,494.0,98.0,98.0,"OS GSEONPOIO
Osopsny Ajjiwioy
‘JavanvaA
TMLINVONLSA VHISLYVO

aWVvIINn

Pe ees
ay

seuidwes ap jenpe}sy apepisiaaiup",15,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_47.jpg,64.0,1085.0,27.0,27.0,"Opd10}n0q

SPUDI5 DSDD DSSOPDH
‘JGVONVA

TMINVGNLSA VeISLYVoO

aWVvIINN

ame a
a

seuidwies ap jenpe}sy apepisiaaiup",15,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_53.jpg,,,,,"AYA
Gp

UNICAMP

CARTEIRA ESTUDANTIL

VALIDADE;
Dr. Gustavo Henrique Monteiro

Doutorado",11,1,0,1,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_190.jpg,325.0,554.0,51.0,51.0,"Opdi0}n0g

pudIA ounig
avanva
TINVONLSA VEISLYVO

aWVIINN

we aes
ay

seuidwies ap jenpe}sy apepisiaaiup",14,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_189.jpg,64.0,1085.0,27.0,27.0,"Opo4jsoy\

DYDOYN OUI|a/\
‘JavanvaA

TMINVGNLSA VeISLYVoO

aWVvIINN

ame a
a

seuidwies ap jenpe}sy apepisiaaiup",14,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_217.jpg,,,,,"s%
o.

UNICAMP

CARTEIRA ESTUDANTIL

VALIDADE:
Igor Siqueira

Mestrado",9,1,0,1,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_214.jpg,957.0,249.0,115.0,115.0,"Universidade Estadual de Campinas

a= |

UNICAMP

CARTEIRA ESTUDANTIL

VALIDADE;
Rebeca Nunes

Mestrado",13,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_74.jpg,958.0,249.0,114.0,114.0,"MY
oe.

UNICAMP

CARTEIRA ESTUDANTIL

VALIDADE;

lsaac Ferreira

Gradua??220",9,1,0,1,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_459.jpg,64.0,1085.0,27.0,27.0,"Opo4jsoy\

O|2\W\ ODDS}

‘JaQVaNvA

TMINVGNLSA VeISLYVoO

aWVvIINN

ame a
a

seuidwies ap jenpe}sy apepisiaaiup",14,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_296.jpg,958.0,249.0,114.0,114.0,"Universidade Estadual de Campinas

AWS

Gg ba

UNICAMP

CARTEIRA ESTUDANTIL
VALIDADE;
Dra. Bella Vieira

Doutorado",15,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_166.jpg,959.0,249.0,114.0,114.0,"Universidade Estadual de Campinas

AYA
Ad ar

UNICAMP

CARTEIRA ESTUDANTIL
VALIDADE;
Jo??0 Miguel Mendes

Gradua???20",15,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_187.jpg,523.0,527.0,119.0,119.0,"OeseLONpoOIS
OIaUID 4 SNDisUa}, OA0j}SN5
JOVANIVA

WINVINLSS VAIFLYVO

ANYVOING

ga"" Ee

KS

seuldues op jenpesysy spepissenjur)",16,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_381.jpg,,,,,"s%
o.

UNICAMP

CARTEIRA ESTUDANTIL

VALIDADE;
Miguel Fernandes

Doutorado",9,1,0,1,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_85.jpg,958.0,249.0,114.0,114.0,"Universidade Estadual de Campinas

AWS

Gg ba

UNICAMP

CARTEIRA ESTUDANTIL
VALIDADE;
Sarah Santos

Doutorado",14,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_250.jpg,,,,,"Universidade Estadual de men teae

‘Se,

ar

UNICAMP

CARTEIRA ESTUDANTIL
VALIDADE:
Beatriz Cavalcante

Mestradst -.",15,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_388.jpg,1072.0,258.0,139.0,139.0,"Universidade Estadual de Campinas

RYAN

_ =

UNICAMP er |",10,0,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_218.jpg,521.0,525.0,122.0,122.0,"OS GSEONPOIO

S8A2N SOP OldIUag
‘AQVGINvA
TMLINVONLSA VHISLYVO

aWVvIINn

Pe ees
ay

seuidwes ap jenpe}sy apepisiaaiup",16,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_435.jpg,37.0,1194.0,27.0,27.0,"— ie “javanva
AWINVONISA VHIaLYV9

~~. WOINn
es awvoi
a

AS

seuidwies ep jenpersa epepisienlun",15,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_128.jpg,,,,,"AYA
Gp

UNICAMP

CARTEIRA ESTUDANTIL

VALIDADE;
Dra. Maria J??lia Rocha

Mestrado",11,1,0,1,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_481.jpg,64.0,1085.0,27.0,27.0,"OBese0NPO9
BAle!\ 01/1989

‘JQVaIvA

TMINVGNLSA VeISLYVoO

aWVvIINN

ame a
a

seuidwies ap jenpe}sy apepisiaaiup",14,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_499.jpg,,,,,"DECI. Ahead ee ET intent tootsie

<a eae Sig eS ‘lice aaiiniiameieaiail

Universidade Estadual de Campinas

RA

Feel

UNICAMP

CARTEIRA ESTUDANTIL
VALIDADE:
Maria Julia da Mata

Mestrad6",27,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_477.jpg,956.0,249.0,116.0,116.0,"WA
Gp

UNICAMP

CARTEIRA ESTUDANTIL

VALIDADE;

Lucas Ferreira

Doutorado",9,1,0,1,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_306.jpg,,,,,"9BeeEONPLId
Bale! OYyOby
‘JQVaNVA
WLNVGNLSA VeISLYVoO

aWNVIINN

a ees)

ay

seuidwed ep jenpeysy epepisuaniuy)",14,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_258.jpg,,,,,"9PDj0}N0G

Byun AUuoUjUYy
JOVAIIVA

WLINVINLSS VHISLHVO
a a . . dWYv3Inn
as

EEE seuiduseg ap jenpeysq epepisioniuy)",17,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_106.jpg,521.0,525.0,122.0,122.0,"Opdijso\

Ogee] C|@dID—\
‘JGVONVA
TWINVGNLSA VHISLYVS

aWVvIINn

Pe ees
ay

seuidwes ap jenpe}sy apepisiaaiup",14,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_330.jpg,66.0,1086.0,26.0,26.0,"99D10}N0G
ZN} Opsspon] O1peg
AGVANVA

TLNVGNLSA VdISLYVo

aWVvIInNnN

ww, 55
ay

seuidwied ep jenpeys3 epepissaniuy)",15,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_13.jpg,,,,,"s%
o.

UNICAMP

CARTEIRA ESTUDANTIL

VALIDADE;

Lara Cunha

Gradua ?2?26",10,1,0,1,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_243.jpg,956.0,248.0,115.0,115.0,"ETE. oe eee ee ee esata Nee

SSS SORE ET NTE

Universidade Estadual de Campinas

VA

Fall

UNICAMP

CARTEIRA ESTUDANTIL

VALIDADE:
Antony Dias

Mestrad@",24,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_210.jpg,521.0,525.0,122.0,122.0,"Opd10}N0g

DSOgIDg sa|OYyL
‘JavanvaA
MWLINVGNLSA VHISLYVO

aWVvIINn

Pe ees
ay

seuidwes ap jenpe}sy apepisiaaiup",14,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_374.jpg,,,,,"Universidade Estadual de etal

AW,
ae es | ff

UNICAMP to

CARTEIRA ESTUDANTIL

“an",14,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_104.jpg,524.0,528.0,115.0,115.0,"@ponsey

Disss04) OJOUNY
AGVaNVA
TLINVGNLSS VaISLYVvo

AaWVJIINN

au, GE
ay

seuidwies ap jenpe}sy apepisiaaiup",14,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_66.jpg,526.0,494.0,98.0,98.0,"Opd10}N0g

O4jS0D EdUOW
‘Javanva
TMLINVGNLSA VeISLYVo

aWVvIINn

Pe ees
ay

seuidwes ap jenpe}sy apepisiaaiup",14,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_473.jpg,958.0,249.0,114.0,114.0,"Universidade Estadual de Campinas

AWS

Gg ba

UNICAMP

CARTEIRA ESTUDANTIL
VALIDADE:
Gael Henrique Monteiro

Doutorado",15,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_151.jpg,955.0,248.0,117.0,117.0,"cae ode eee ee
EE AAS Oh RE RA RR TRIN CRT

Sew ae nome A ART RANE ARSE

Universidade Estadual de Campinas

WW,
Eel

UNICAMP

CARTEIRA ESTUDANTIL

VALIDADE:
Dra, Aylla Nevaig

Cradua?P??e",33,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_373.jpg,521.0,525.0,122.0,122.0,"OS GSEONPOIO

ayong dounig
‘JQVONVA
TWINVGNLSA VHISLYVS

aWVvIINn

Pe ees
ay

seuidwes ap jenpe}sy apepisiaaiup",15,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_92.jpg,,,,,"s%
o.

UNICAMP

CARTEIRA ESTUDANTIL

VALIDADE:
Maysa Foga??a

Gradua ?2?26",10,1,0,1,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_211.jpg,,,,,"Universidade Estadual de Campinas

VW

GB

UNICAMP

CARTEIRA ESTUDANTIL
VALIDADE:
Vin??cius Moreira

Doutorade",13,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_121.jpg,958.0,249.0,114.0,114.0,"Universidade Estadual de Campinas

AWS

Gg ba

UNICAMP

CARTEIRA ESTUDANTIL
VALIDADE;
Gabriela Rezende

Gradua??220",14,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_415.jpg,,,,,"s%
o.

UNICAMP

CARTEIRA ESTUDANTIL

VALIDADE;

Luana C??mara

Gradua ?2?26",10,1,0,1,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_207.jpg,325.0,553.0,52.0,52.0,"OageeON pose
SIDAON O}SNONy
JAVANVA
WINVINLSS VAIS LYVO

aNVOINN

Pa ate

KN

seuidiued op jenpeysy epepissenjur)",16,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_48.jpg,521.0,525.0,122.0,122.0,"Opd10}N0g

DUDIA CpsONpy
‘JGVONVA
TWINVGNLSA VHISLYVS

aWVvIINn

Pe ees
ay

seuidwes ap jenpe}sy apepisiaaiup",14,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_22.jpg,526.0,494.0,98.0,98.0,"Opd10}N0g

SapueW oUe||oH
‘JGVONVA
TWINVGNLSA VHISLYVS

aWVvIINn

Pe ees
ay

seuidwes ap jenpe}sy apepisiaaiup",14,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_443.jpg,64.0,1085.0,27.0,27.0,"Opo4jsoy\

DIS1OW ONY 4G
‘JavanvaA

TMINVGNLSA VeISLYVoO

aWVvIINN

ame a
a

seuidwies ap jenpe}sy apepisiaaiup",15,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_288.jpg,,,,,"s%
o.

UNICAMP

CARTEIRA ESTUDANTIL

VALIDADE;
Luiza da Rocha

Mestrado",10,1,0,1,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_300.jpg,958.0,249.0,114.0,114.0,"Universidade Estadual de Campinas

AWS

Gg ba

UNICAMP

CARTEIRA ESTUDANTIL
VALIDADE:
Sra. Ana Julia da Rocha

Doutorado",17,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_165.jpg,526.0,494.0,98.0,98.0,"Opdijso\

pYyooYy edijo4
‘JavanvaA
TMLINVONLSA VHISLYVO

aWVvIINn

Pe ees
ay

seuidwes ap jenpe}sy apepisiaaiup",14,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_281.jpg,958.0,249.0,114.0,114.0,"Universidade Estadual de Campinas

AWS

Gg ba

UNICAMP

CARTEIRA ESTUDANTIL
VALIDADE;

Laura Monteiro

Gradua??220",14,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_51.jpg,,,,,"Universidade Estadual de Campinas

VA
Cd ar

UNICAMP

CARTEIRA ESTUDANTIL
VALIDADE:

Ravi Lucca Souza

Doutorad6",15,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_342.jpg,,,,,"s%
o.

UNICAMP

CARTEIRA ESTUDANTIL

VALIDADE;
Alice Pimenta

Gradua ?2?26",10,1,0,1,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_414.jpg,,,,,"s%
o.

UNICAMP

CARTEIRA ESTUDANTIL

VALIDADE;

Carolina Lima

Doutorado",9,1,0,1,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_303.jpg,,,,,"SORTS ogee SRST Re NNN S

er Semaine MeeaggeE

Universidade Estadual de Campinas

AY

Del

UNICAMP

CARTEIRA ESTUDANTIL
VALIDADE:
Davi Costela

Mestrad@",22,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_466.jpg,,,,,"s%
o.

UNICAMP

CARTEIRA ESTUDANTIL

VALIDADE:
Sofia Montenegro

Gradua ?2?26",10,1,0,1,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_432.jpg,958.0,247.0,117.0,117.0,"Universidade Estadual ide Campinas

‘Me
a ~""

UNICAMP

CARTEIRA ESTUDANTIL
VALIDADE:
Miguel Nogueira

Doutorade",14,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_321.jpg,521.0,525.0,122.0,122.0,"Opd10}N0g

$a|0S oUdIg
‘JGVONVA
TWINVGNLSA VHISLYVS

aWVvIINn

Pe ees
ay

seuidwes ap jenpe}sy apepisiaaiup",14,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_418.jpg,521.0,525.0,122.0,122.0,"OgseeOnpoy
soo 4 A\jiWi0y
‘JQVONVA
MWLINVGNLSA VHISLYVO

aWVvIINn

Pe ees
ay

seuidwes ap jenpe}sy apepisiaaiup",15,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_225.jpg,522.0,526.0,119.0,119.0,"Ogeeeonpoi9

SpubI5 OSOQeoUn!ING -DIS
-AQVAGNVA
TWINVGNLSS VEISLYVO

q Ps aE
J | /\

seuidwie9 ap jenpe}sy apepissaaiufp",17,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_154.jpg,,,,,"Gp

WW

UNICAMP

CARTEIRA ESTUDANTIL

VALIDADE;

Dra.

Maria Clara Nascimento

Mestrado",11,1,0,1,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_308.jpg,958.0,249.0,114.0,114.0,"Universidade Estadual de Campinas

AWS

Gg ba

UNICAMP

CARTEIRA ESTUDANTIL
VALIDADE;
Dra. Brenda Viana

Doutorado",15,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_431.jpg,523.0,524.0,123.0,123.0,"OPd4}Sa\\

$O11DG OAD}SND ZN]
‘JaQVaINvA
MLINVONLSA VAEISLYVO

awWvIINn

wn Ale
a

seuidwie9 ap jenpe}sy epepisianiun",15,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_245.jpg,958.0,249.0,114.0,114.0,"Universidade Estadual de Campinas

AWS

Gg ba

UNICAMP

CARTEIRA ESTUDANTIL
VALIDADE:
Augusto Gomes

Mestrado",14,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_484.jpg,521.0,525.0,122.0,122.0,"Opd10}N0g

DAlS1194 09}}0\\ US
‘JavanvaA
MWLINVGNLSA VHISLYVO

aWVvIINn

Pe ees
ay

seuidwes ap jenpe}sy apepisiaaiup",15,0,0,0,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_4.jpg,,,,,"ORT 5) ge eee ee

a

Universidade Estadual de Campinas

Wy
Ee Sar

UNICAMP

CARTEIRA ESTUDANTIL
VALIDADE:
Davi Cavaleante

Doutorads",20,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_326.jpg,958.0,249.0,114.0,114.0,"Universidade Estadual de Campinas

AWS

Gg ba

UNICAMP

CARTEIRA ESTUDANTIL
VALIDADE;
Dr. Jos?? Miguel Cassiano

Mestrado",16,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_485.jpg,958.0,249.0,116.0,116.0,"Universidade Estadual de Campinas

MW
Ege ar

UNICAMP

CARTEIRA ESTUDANTIL

VALIDADE;
Srta. Ol??via Mendes

Doutorad6",15,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_402.jpg,,,,,"Universidade Estadual de Campinas

AVA
Eee Sar

UNICAMP

CARTEIRA ESTUDANTIL
VALIDADE:

Helo??sa_ Ribeiro

Gradua?@?26",14,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_232.jpg,,,,,"s%
o.

UNICAMP

CARTEIRA ESTUDANTIL

VALIDADE;
Emanuelly da Costa

Doutorado",10,1,0,1,0,0,0,0,0,0,0,0,0,0
aug_doc1_imagem_251.jpg,958.0,249.0,114.0,114.0,"Universidade Estadual de Campinas

AWS

Gg ba

UNICAMP

CARTEIRA ESTUDANTIL
VALIDADE:
Anthony S??

Mestrado",14,1,0,1,1,1,0,0,0,0,0,0,0,0
aug_doc1_imagem_161.jpg,522.0,526.0,119.0,119.0,"Opd4jse/\

Sumoy snyyy
AGVGINVA
TLINVONLSA VaISLYVO

q Ps aE
J | /\

seuidwie9 ap jenpe}sy apepissaaiufp",16,0,0,0,0,0,0,0,0,0,0,0,0,0
